[2025-01-19T18:17:13.359Z] debug: 	Importing configs...
[2025-01-19T20:02:34.950Z] debug: 	Saved 1 profiles, took: 16.99ms
[2025-01-19T20:02:38.377Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:02:38.378Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:02:38.378Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:02:38.378Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:02:40.632Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:02:41.362Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:02:47.685Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:02:52.387Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:02:54.970Z] debug: 	Saved 1 profiles, took: 11.64ms
[2025-01-19T20:02:56.943Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:03:06.394Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:03:06.395Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:03:06.396Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:03:08.149Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:03:08.571Z] debug: 	Generated 10 sectantPriest () normal bots
[2025-01-19T20:03:14.998Z] debug: 	Saved 1 profiles, took: 7.40ms
[2025-01-19T20:03:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:03:20.038Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:03:20.410Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:03:30.297Z] debug: 	Saved 1 profiles, took: 18.65ms
[2025-01-19T20:03:32.044Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:03:35.704Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:03:36.033Z] debug: 	Unable to add additional magazine into bot inventory for weapon: weapon_toz_sks_762x39, attempted: 1 times
[2025-01-19T20:03:36.224Z] debug: 	Failed placing item: 3 of: 4 items into: assault containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:03:36.500Z] debug: 	Generated 45 assault (assault) easy bots
[2025-01-19T20:03:48.427Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:03:50.075Z] debug: 	Saved 1 profiles, took: 7.65ms
[2025-01-19T20:03:52.764Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:04:10.100Z] debug: 	Saved 1 profiles, took: 9.20ms
[2025-01-19T20:04:16.439Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:04:17.209Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:04:20.028Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:04:20.030Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:04:26.033Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\settings\bot\getBotBehaviours\
[2025-01-19T20:04:30.124Z] debug: 	Saved 1 profiles, took: 14.95ms
[2025-01-19T20:04:30.451Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:04:30.867Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:04:35.362Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:04:35.525Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b13_digital 5c0e53c886f7747fa54205c7, unable to find plates of level: 3. Using mod items default plate
[2025-01-19T20:04:35.550Z] debug: 	pmcbear Chosen default: mod_handguard mod found for: weapon_izhmash_akms_762x39 weapon conflicts with item on weapon, cannot use default
[2025-01-19T20:04:35.550Z] debug: 	Unable to add mod to DEFAULT_MOD slot: mod_handguard. All: 2 had conflicts
[2025-01-19T20:04:35.600Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_arscpc 5e4ac41886f77406a511c9a8, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:04:35.608Z] debug: 	Failed placing item: 3 of: 4 items into: pmcbear containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:04:35.632Z] debug: 	Failed placing item: 3 of: 4 items into: pmcbear containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:04:35.636Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_arscpc 5e4ac41886f77406a511c9a8, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:04:35.638Z] debug: 	Scope whitelist too restrictive for: 57838ad32459774a17445cd2 weapon_tochmash_vss_9x39, skipping filter
[2025-01-19T20:04:35.663Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_iotv_2 5b44d0de86f774503d30cba8, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:04:35.663Z] debug: 	Plate slot: Left_side_plate selection for armor: 5b44d0de86f774503d30cba8 failed: NO_DEFAULT_FILTER, skipping
[2025-01-19T20:04:35.703Z] debug: 	Failed placing item: 13 of: 15 items into: pmcbear containers: Backpack. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:04:35.704Z] debug: 	Generated 15 pmcBEAR () Easy bots
[2025-01-19T20:04:38.428Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:04:50.142Z] debug: 	Saved 1 profiles, took: 6.75ms
[2025-01-19T20:05:07.799Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:05:10.163Z] debug: 	Saved 1 profiles, took: 13.35ms
[2025-01-19T20:05:20.043Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:05:20.045Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:05:25.979Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:05:26.514Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:05:26.516Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:05:26.517Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:05:30.202Z] debug: 	Saved 1 profiles, took: 19.72ms
[2025-01-19T20:05:33.600Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:05:50.208Z] debug: 	Saved 1 profiles, took: 7.54ms
[2025-01-19T20:05:50.542Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:05:57.293Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:05:59.641Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:06:10.233Z] debug: 	Saved 1 profiles, took: 7.12ms
[2025-01-19T20:06:15.992Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:06:20.035Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:06:20.036Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:06:20.140Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:06:20.140Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:06:20.141Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:06:21.574Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:06:30.268Z] debug: 	Saved 1 profiles, took: 11.23ms
[2025-01-19T20:06:44.303Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:06:50.430Z] debug: 	Saved 1 profiles, took: 141.74ms
[2025-01-19T20:07:06.687Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:07:06.979Z] debug: 	Generated 10 sectantPriest () normal bots
[2025-01-19T20:07:10.329Z] debug: 	Saved 1 profiles, took: 7.13ms
[2025-01-19T20:07:13.039Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:07:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:07:20.040Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:07:27.245Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:07:30.360Z] debug: 	Saved 1 profiles, took: 6.82ms
[2025-01-19T20:07:44.162Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:07:44.163Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:07:50.721Z] debug: 	Saved 1 profiles, took: 92.28ms
[2025-01-19T20:07:50.722Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:08:03.360Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:08:10.439Z] debug: 	Saved 1 profiles, took: 7.66ms
[2025-01-19T20:08:14.709Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:08:20.043Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:08:20.045Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:08:26.187Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:08:26.188Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:08:30.455Z] debug: 	Found 1 insurance packages in profile 678d420b00052b2c76b7d68c
[2025-01-19T20:08:30.467Z] debug: 	Saved 1 profiles, took: 11.02ms
[2025-01-19T20:08:39.280Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:08:50.619Z] debug: 	Saved 1 profiles, took: 143.65ms
[2025-01-19T20:08:54.219Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:08:58.842Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:09:03.004Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:09:03.430Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:09:08.224Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:09:08.225Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:09:10.520Z] debug: 	Saved 1 profiles, took: 6.88ms
[2025-01-19T20:09:20.041Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:09:20.043Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:09:22.221Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:09:24.590Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:09:30.571Z] debug: 	Saved 1 profiles, took: 10.92ms
[2025-01-19T20:09:36.240Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:09:48.772Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:09:50.749Z] debug: 	Saved 1 profiles, took: 147.56ms
[2025-01-19T20:09:54.412Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:10:04.245Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:10:07.351Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:10:10.651Z] debug: 	Saved 1 profiles, took: 9.58ms
[2025-01-19T20:10:12.936Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:10:18.256Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:10:18.257Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:10:20.041Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:10:20.043Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:10:30.673Z] debug: 	Saved 1 profiles, took: 9.66ms
[2025-01-19T20:10:35.078Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:10:49.518Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:10:50.713Z] debug: 	Saved 1 profiles, took: 12.04ms
[2025-01-19T20:10:57.000Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:10:57.097Z] debug: 	Failed placing item: 3 of: 4 items into: sectantpriest containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:10:57.462Z] debug: 	Generated 10 sectantPriest () normal bots
[2025-01-19T20:11:10.763Z] debug: 	Saved 1 profiles, took: 17.60ms
[2025-01-19T20:11:18.297Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:11:20.034Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:11:20.036Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:11:30.791Z] debug: 	Saved 1 profiles, took: 6.91ms
[2025-01-19T20:11:41.899Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:11:44.632Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:11:50.886Z] debug: 	Saved 1 profiles, took: 10.02ms
[2025-01-19T20:11:56.306Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:12:06.938Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:12:11.380Z] debug: 	Saved 1 profiles, took: 258.40ms
[2025-01-19T20:12:20.033Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:12:20.034Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:12:30.893Z] debug: 	Saved 1 profiles, took: 10.88ms
[2025-01-19T20:12:34.318Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:12:39.894Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:12:50.923Z] debug: 	Saved 1 profiles, took: 6.73ms
[2025-01-19T20:12:55.244Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:01.484Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:03.337Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:09.251Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:11.094Z] debug: 	Saved 1 profiles, took: 142.05ms
[2025-01-19T20:13:20.041Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:13:20.042Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:13:23.258Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:23.259Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:23.259Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:23.259Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:27.156Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:30.976Z] debug: 	Saved 1 profiles, took: 7.75ms
[2025-01-19T20:13:35.065Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:49.975Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:13:50.997Z] debug: 	Saved 1 profiles, took: 9.25ms
[2025-01-19T20:14:06.145Z] debug: 	Saved 1 profiles, took: 142.28ms
[2025-01-19T20:14:11.203Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:14:20.030Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:14:20.032Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:14:26.040Z] debug: 	Saved 1 profiles, took: 6.74ms
[2025-01-19T20:14:30.131Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:14:35.291Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:14:46.062Z] debug: 	Saved 1 profiles, took: 7.48ms
[2025-01-19T20:14:47.305Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:14:59.277Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:14:59.561Z] debug: 	Generated 10 sectantPriest () normal bots
[2025-01-19T20:15:01.311Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:15:06.080Z] debug: 	Saved 1 profiles, took: 7.27ms
[2025-01-19T20:15:15.317Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:15:15.317Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:15:20.029Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:15:20.031Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:15:25.473Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:15:26.476Z] debug: 	Saved 1 profiles, took: 122.49ms
[2025-01-19T20:15:29.631Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:15:46.128Z] debug: 	Saved 1 profiles, took: 8.58ms
[2025-01-19T20:15:53.989Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:06.180Z] debug: 	Saved 1 profiles, took: 13.19ms
[2025-01-19T20:16:11.354Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:11.374Z] debug: 	Не удалось найти данные о калибре для оружия weapon_magnum_research_desert_eagle_mk19_127x33 с id 668fe5a998b5ad715703ddd6, возврат к стандартному боеприпасу: 668fe62ac62660a5d8071446
[2025-01-19T20:16:11.414Z] debug: 	Failed placing item: 3 of: 4 items into: pmcusec containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:16:11.453Z] debug: 	Failed placing item: 3 of: 4 items into: pmcusec containers: TacticalVest. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:16:11.489Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_redut_m 5ca2151486f774244a3b8d30, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:16:11.489Z] debug: 	Plate slot: Left_side_plate selection for armor: 5ca2151486f774244a3b8d30 failed: NO_DEFAULT_FILTER, skipping
[2025-01-19T20:16:11.489Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_redut_m 5ca2151486f774244a3b8d30, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:16:11.489Z] debug: 	Plate slot: Right_side_plate selection for armor: 5ca2151486f774244a3b8d30 failed: NO_DEFAULT_FILTER, skipping
[2025-01-19T20:16:11.526Z] debug: 	Failed placing item: 13 of: 15 items into: pmcusec containers: Backpack. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:16:11.533Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_redut_m 5ca2151486f774244a3b8d30, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:16:11.533Z] debug: 	Plate slot: Right_side_plate selection for armor: 5ca2151486f774244a3b8d30 failed: NO_DEFAULT_FILTER, skipping
[2025-01-19T20:16:11.601Z] debug: 	Failed placing item: 3 of: 4 items into: pmcusec containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T20:16:11.605Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorcrv 609e8540d5c319764c2bc2e9, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:16:11.605Z] debug: 	Plate slot: Right_side_plate selection for armor: 609e8540d5c319764c2bc2e9 failed: NO_DEFAULT_FILTER, skipping
[2025-01-19T20:16:11.669Z] debug: 	Plate filter was too restrictive for armor: armor_gjel 5ab8e79e86f7742d8b372e78, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T20:16:11.669Z] debug: 	Plate slot: Left_side_plate selection for armor: 5ab8e79e86f7742d8b372e78 failed: NO_DEFAULT_FILTER, skipping
[2025-01-19T20:16:11.707Z] debug: 	Unable to add mod to DEFAULT_MOD slot: mod_reciever. All: 1 had conflicts
[2025-01-19T20:16:11.742Z] debug: 	Generated 15 pmcUSEC () Easy bots
[2025-01-19T20:16:19.375Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:20.037Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:16:20.039Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:16:20.843Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:25.360Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:26.213Z] debug: 	Saved 1 profiles, took: 15.22ms
[2025-01-19T20:16:39.378Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:42.458Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:44.584Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:46.239Z] debug: 	Saved 1 profiles, took: 7.05ms
[2025-01-19T20:16:48.067Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:53.391Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:53.392Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:55.479Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T20:16:57.156Z] info: 	[Запрос клиента] 26.92.57.200 \client\match\local\end
[2025-01-19T20:16:57.162Z] debug: 	Raid: Sandbox_high.Pmc.1737316039 outcome: Survived
[2025-01-19T20:17:03.220Z] info: 	[WS] Игрок: Graf (678d420b00052b2c76b7d68c) присоединился
[2025-01-19T20:17:03.221Z] info: 	WebSocketHandler "SPT WebSocket Handler" connected
[2025-01-19T20:17:06.112Z] info: 	[Запрос клиента] 26.92.57.200 \client\putMetrics
[2025-01-19T20:17:06.136Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\list
[2025-01-19T20:17:06.405Z] debug: 	Saved 1 profiles, took: 142.31ms
[2025-01-19T20:17:06.535Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\select
[2025-01-19T20:17:06.569Z] info: 	[Запрос клиента] 26.92.57.200 \client\profile\status
[2025-01-19T20:17:06.602Z] info: 	[Запрос клиента] 26.92.57.200 \client\quest\list
[2025-01-19T20:17:08.635Z] info: 	[Запрос клиента] 26.92.57.200 \client\achievement\statistic
[2025-01-19T20:17:08.669Z] info: 	[Запрос клиента] 26.92.57.200 \client\achievement\list
[2025-01-19T20:17:08.831Z] info: 	[Запрос клиента] 26.92.57.200 \client\repeatalbeQuests\activityPeriods
[2025-01-19T20:17:08.832Z] debug: 	[Quest Check] daily quests are still valid.
[2025-01-19T20:17:08.832Z] debug: 	[Quest Check] weekly quests are still valid.
[2025-01-19T20:17:08.832Z] debug: 	[Quest Check] daily_savage quests are still valid.
[2025-01-19T20:17:20.029Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T20:17:20.031Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T20:17:26.434Z] debug: 	Saved 1 profiles, took: 139.78ms
[2025-01-19T20:17:41.204Z] info: 	[Запрос клиента] 26.92.57.200 \client\items
[2025-01-19T20:17:46.495Z] debug: 	Saved 1 profiles, took: 139.95ms
[2025-01-19T20:17:48.373Z] info: 	[Запрос клиента] 26.92.57.200 \client\customization
[2025-01-19T20:17:48.584Z] info: 	[Запрос клиента] 26.92.57.200 \client\globals
[2025-01-19T20:17:49.043Z] info: 	[Запрос клиента] 26.92.57.200 \client\trading\api\traderSettings
[2025-01-19T20:17:49.111Z] info: 	[Запрос клиента] 26.92.57.200 \client\settings
[2025-01-19T20:17:49.162Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\list
[2025-01-19T20:17:49.543Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\select
[2025-01-19T20:17:49.594Z] info: 	[Запрос клиента] 26.92.57.200 \client\profile\status
[2025-01-19T20:17:49.645Z] info: 	[Запрос клиента] 26.92.57.200 \client\weather
[2025-01-19T20:17:49.661Z] info: 	[Запрос клиента] 26.92.57.200 \client\locations
[2025-01-19T20:17:49.662Z] debug: 	Map: base has no base json file, skipping generation
[2025-01-19T20:17:50.643Z] info: 	[Запрос клиента] 26.92.57.200 \client\handbook\templates
[2025-01-19T20:17:52.564Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\areas
[2025-01-19T20:17:52.834Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\qte\list
[2025-01-19T20:17:52.886Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\settings
[2025-01-19T20:17:52.953Z] info: 	[Запрос клиента] 26.92.57.200 \client\hideout\production\recipes
[2025-01-19T20:17:53.088Z] info: 	[Запрос клиента] 26.92.57.200 \client\builds\list
[2025-01-19T20:17:58.458Z] info: 	[Запрос клиента] 26.92.57.200 \client\profile\status
[2025-01-19T20:17:58.459Z] info: 	[Запрос клиента] 26.92.57.200 \client\notifier\channel\create
[2025-01-19T20:17:58.459Z] info: 	[Запрос клиента] 26.92.57.200 \client\trading\customization\storage
[2025-01-19T20:17:58.527Z] info: 	[WS] Игрок: Graf (678d420b00052b2c76b7d68c) присоединился
[2025-01-19T20:17:58.527Z] info: 	WebSocketHandler "SPT WebSocket Handler" connected
[2025-01-19T20:17:58.531Z] info: 	[Запрос клиента] 26.92.57.200 \client\server\list
[2025-01-19T20:17:58.532Z] info: 	[Запрос клиента] 26.92.57.200 \client\friend\list
[2025-01-19T20:17:58.532Z] info: 	[Запрос клиента] 26.92.57.200 \client\friend\request\list\outbox
[2025-01-19T20:17:58.533Z] info: 	[Запрос клиента] 26.92.57.200 \client\match\group\current
[2025-01-19T20:17:58.534Z] info: 	[Запрос клиента] 26.92.57.200 \client\friend\request\list\inbox
